Gene	logFC	logCPM	PValue	FDR
YGR226C	-0.221992871	8.777209699	0.126776838	0.200097083
YGR227W	-1.876329241	5.998581483	0.000193868	0.000620075
YGR229C	1.54315221	2.866653141	0.059392617	0.105826529
YGR230W	-0.159343366	5.736192691	0.613745601	0.714262071
YGR231C	-1.443022928	4.037704702	0.025712807	0.051151808
YGR232W	0.081646263	8.811743135	0.485809775	0.59213469
YGR233C	-2.294792098	7.999470643	1.22E-13	1.07E-12
YGR234W	0.985019292	8.627741108	1.36E-12	1.08E-11
YGR235C	0.915449139	5.548498456	0.008162103	0.018636802
YGR236C	-0.042130356	8.378584399	0.774605207	0.856965653
YGR238C	0.468009704	8.409643128	0.001951567	0.005208403
YGR239C	0.346536776	7.906058179	0.037387007	0.071040498
YGR241C	0.073337726	7.756901923	0.649171049	0.747155702
YGR242W	0.574455809	8.176242272	4.21E-06	1.75E-05
YGR243W	0	-1.062674125	1	1
YGR244C_2	-0.715863158	8.422335515	0.00099586	0.002844325
YGR247W	0.330316729	7.90730942	0.061960599	0.109885894
YGR248W	-2.63003713	8.020868379	5.92E-11	4.05E-10
YGR249W	0.386561293	7.771330764	0.022596479	0.045907823
YGR250C	-0.208074559	8.32795065	0.237901581	0.334625427
YGR252W	0	-1.062674125	1	1
YGR254W	0.125294713	8.329014759	0.411790498	0.520668455
YGR256W	0.228992915	8.415471733	0.136724573	0.211493411
YGR258C	0.760181412	6.944848893	3.30E-05	0.0001208
YGR259C	-3.024351294	7.952868928	4.84E-27	1.22E-25
YGR260W	0.617835057	0.822476851	0.752881409	0.838348033
YGR261C	-0.589258808	3.27991061	0.38880271	0.496729604
YGR262C	0	-1.062674125	1	1
YGR263C	-0.106085866	8.26737181	0.441335018	0.548997253
YGR266W	0.159065394	7.390230023	0.389943004	0.497722281
YGR268C	-0.294610092	5.639916582	0.304047215	0.407844013
YGR270W	-5.184279905	0.107684877	0.0174218	0.036495208
YGR271W	-0.246939738	7.445820729	0.079632535	0.136427561
YGR273C	0.011747053	8.190935119	0.954014193	1
YGR275W	0.048248352	7.649394056	0.758998042	0.843331157
YGR276C	1.28931475	5.971365728	6.22E-06	2.53E-05
YGR279C	1.054994592	8.184496204	8.01E-11	5.43E-10
YGR281W	0.754969258	8.517661551	0.000600452	0.001783134
YGR282C	-1.130103393	6.390437471	0.003033445	0.007757192
YGR284C	-1.184714203	6.51674515	6.41E-07	2.94E-06
YGR287C	0.215467812	8.149894458	0.080436917	0.137633525
YGR288W	0.510533739	7.81984369	0.001966924	0.005245983
YGR289C	-0.256293448	8.446960461	0.034776767	0.066759697
YGR292W	-0.139029052	9.936838757	0.241372454	0.338811744
YGR295C	-1.500318958	7.935008926	9.42E-12	7.02E-11
YHL001W	4.463949789	6.802783378	6.16E-65	1.58E-62
YHL002W	-1.824774447	7.53621659	9.71E-13	7.87E-12
YHL004W	0	-1.062674125	1	1
YHL006C	-1.672640787	8.542739849	2.76E-06	1.17E-05
YHL008C	0.261764291	8.572765856	0.018019103	0.037535993
YHL009C	-0.880726258	7.502766438	5.57E-05	0.000195092
YHL010C	0.460013492	7.364177007	0.012949714	0.028056401
YHL011C	0	-1.062674125	1	1
YHL012W	-0.751396575	5.782814222	0.007001114	0.016330635
YHL013C	-1.481992496	6.644754288	1.20E-05	4.66E-05
YHL014C	-1.30850388	7.407969291	0.010242523	0.022767317
YHL017W	-0.828793179	8.216974795	0.003542847	0.008911323
YHL019C	-3.352702385	8.217756221	1.51E-12	1.19E-11
YHL020C	0.048515396	8.037715037	0.699724782	0.79443891
YHL022C	-0.784203362	8.91327365	7.34E-07	3.31E-06
YHL024W	-0.015789753	8.201514546	0.92105814	0.979399895
YHL026C	0.929230144	8.613931441	1.92E-09	1.15E-08
YHL028W	-2.754110614	8.995945403	3.96E-19	5.20E-18
YHL031C	-0.58543415	5.750139824	0.09150564	0.153380171
YHL032C	-0.851670661	7.925683595	3.52E-05	0.000127778
YHL033C	6.331176126	0.745028226	0.011689071	0.025595142
YHL034C	-1.798445591	8.011572781	5.39E-24	1.07E-22
YHL035C	-2.891398124	8.020906117	9.83E-17	1.09E-15
YHL037C	-2.933334314	8.690807027	1.07E-21	1.78E-20
YHL038C	4.753326908	-0.27722318	0.039302938	0.07423487
YHL040C	0.787444499	6.065486795	0.135608679	0.210083555
YHL041W	2.557924795	2.329690356	0.19528868	0.284119106
YHL043W	-2.906055528	9.743595384	3.16E-14	2.90E-13
YHL045W	-3.022279351	9.243506916	2.05E-41	1.48E-39
YHL046C	-2.90759948	8.859511158	1.45E-19	1.99E-18
YHL047C	-2.74500869	9.097040214	1.42E-09	8.67E-09
YHR001W	0.94931382	8.579071147	1.37E-09	8.36E-09
YHR001W-A	-0.079811533	6.613099592	0.73776434	0.825806917
YHR003C	1.796145477	7.813072116	2.37E-24	4.87E-23
YHR004C	3.833738452	2.585047331	0.000434785	0.001318796
YHR006W	0.916127114	-0.30533776	0.692957118	0.787407729
YHR007C-A	0.273190349	7.596724436	0.165212148	0.247366823
YHR008C	-4.072306242	7.020484291	6.56E-21	1.04E-19
YHR009C	-0.369866946	2.926267607	0.741802187	0.829381662
YHR011W	-1.599206096	3.311647002	0.045561852	0.084313017
YHR012W	7.147388426	1.426146225	1.96E-05	7.41E-05
YHR013C	0	-1.062674125	1	1
YHR014W	0.283706149	5.72170665	0.309910828	0.412952731
YHR015W	0.750574268	8.706830691	4.90E-10	3.11E-09
YHR016C	0.087965257	9.086285585	0.529279788	0.636163449
YHR017W	0.498420934	6.386687721	0.036875761	0.070263968
YHR018C	0.462704862	8.069916978	0.004317584	0.010606856
YHR021C	3.931869284	-0.597267757	0.11361098	0.182398878
YHR022C	-2.629460635	9.634501609	9.34E-22	1.57E-20
YHR025W	-1.291477892	4.710711753	0.000423952	0.001290697
YHR026W	0	-1.062674125	1	1
YHR028C	0.040897663	7.990050047	0.763964028	0.848161036
YHR030C	-9.177877058	3.196069609	9.69E-27	2.34E-25
YHR032W	-0.038930065	6.304562074	0.938687563	0.992781297
YHR033W	0.499244284	8.720387528	0.013200727	0.02851024
YHR034C	6.577030769	3.658325021	1.51E-14	1.43E-13
YHR035W	0.167905727	8.628825036	0.267905958	0.368135569
YHR037W	-0.144299556	7.088513199	0.504922082	0.611620913
YHR038W	0.817617883	0.368313318	0.719690315	0.810835306
YHR041C	7.255723956	1.378417839	0.003057473	0.007795418
YHR044C	0.226605599	8.617612707	0.050222956	0.091985895
YHR046C	0.18924066	7.856134536	0.426143144	0.534140995
YHR047C	0.175175479	7.620596636	0.267762726	0.368061807
YHR048W	0.074682926	7.591943596	0.772640774	0.855022505
YHR049C-A	-0.37958773	8.017763056	0.001659864	0.004500028
YHR049W	0.721152975	8.126733704	0.005546395	0.013184317
YHR050W	-3.506345971	6.873958913	1.90E-28	5.24E-27
YHR050W-A	-1.536414944	4.142426337	0.020792654	0.042622348
YHR051W	-4.055323451	-0.494181819	0.089739806	0.151036283
YHR060W	0	-1.062674125	1	1
YHR061C	0.137181234	8.842671849	0.314727504	0.41765693
YHR063C	-0.198844137	8.64219584	0.143020966	0.219007514
YHR066W	8.975057555	3.013951772	5.19E-13	4.29E-12
YHR067W	1.64211034	3.901240048	0.010854588	0.02399804
YHR071W	0.401242965	8.376270153	0.001116784	0.003163323
YHR073W	-0.45300309	8.603537343	0.060905236	0.108129815
YHR075C	-0.509921175	7.449498719	0.024218291	0.048625879
YHR076W	1.952068237	6.942285035	5.63E-25	1.17E-23
YHR077C	-0.077459992	6.605680445	0.803433953	0.88268205
YHR078W	-2.249655458	7.52492136	3.36E-25	7.17E-24
YHR079C	-0.206486122	8.488302756	0.15226064	0.23108982
YHR079C-B	-0.203859308	4.644880021	0.705067384	0.799180074
YHR080C	-0.113855336	7.569502185	0.553543155	0.659438367
YHR081W	7.825764875	1.979242602	1.43E-07	7.01E-07
YHR082C	2.186378529	6.861090599	1.09E-20	1.71E-19
YHR086W	0.651309992	8.803800191	3.82E-06	1.59E-05
YHR087W	0.011044254	8.194026095	0.930281331	0.986189392
YHR090C	3.931869284	-0.597267757	0.11361098	0.182398878
YHR091C_1	0	-1.062674125	1	1
YHR091C_2	4.000724531	1.309183682	0.129689139	0.203712893
YHR092C	-0.410056885	5.723826095	0.173438315	0.257154212
YHR093W	0.41752866	8.653521787	0.006413686	0.015045806
YHR094C	-2.203109103	8.166575012	1.16E-31	4.07E-30
YHR095W	0.342315012	8.372263164	0.007187042	0.016669719
YHR096C	0.594436405	7.95154585	6.65E-05	0.000229984
YHR097C	0.284523953	8.233321415	0.056795143	0.101800279
YHR098C	0.119516376	2.946697178	0.899562044	0.961810614
YHR100C	6.699328914	0.9072045	0.01719614	0.036040866
YHR103W	-0.225459793	5.819091068	0.341737972	0.447449208
YHR104W	0.11351061	8.365691557	0.571109582	0.676638911
YHR106W	-0.159175233	8.307784992	0.528369882	0.635714349
YHR108W	-1.432635066	5.362785023	0.00579007	0.013684408
YHR109W	0.425316294	8.889736415	0.002973169	0.007613536
YHR110W	-2.872026104	9.355421513	2.57E-22	4.58E-21
YHR111W	3.503557779	-0.619451194	0.133037816	0.207272715
YHR112C	0.195157482	9.150247137	0.153460286	0.232738663
YHR113W	0.182468421	8.743662482	0.132755247	0.206989403
YHR114W	0.266853914	8.558101151	0.056583035	0.101552958
YHR115C	-3.089629168	7.75243682	1.32E-18	1.64E-17
YHR116W	-0.128432808	0.832167419	0.969300819	1
YHR117W	-3.557984497	9.832180182	2.24E-15	2.25E-14
YHR121W	-3.704063051	9.436466359	2.24E-47	2.30E-45
YHR123W	-1.389699565	5.861066408	7.56E-06	3.03E-05
YHR124W	-2.390743905	8.010411218	2.74E-09	1.62E-08
YHR125W	-1.368955025	9.400235081	4.67E-11	3.24E-10
YHR126C	-3.291681957	9.616690414	5.24E-28	1.37E-26
YHR127W	-0.323294895	8.111021387	0.079561425	0.136427561
YHR129C	0.726113317	3.612864891	0.22550725	0.320593151
YHR130C	5.051589417	3.523131884	6.60E-05	0.000228621
YHR131C	0.02000566	8.285215643	0.875945781	0.942937968
YHR132C	0.141364673	6.39281392	0.506520222	0.613014756
YHR132W-A	0.467297181	8.665343782	0.000377613	0.001153896
YHR133C	-0.117723289	7.263901532	0.588302362	0.692219498
YHR134W	0.980423054	7.648472671	4.10E-06	1.71E-05
YHR135C	0.156433265	7.557636969	0.419873439	0.528538999
YHR136C	-0.39691772	7.914135327	0.090233424	0.151680725
YHR137W	-0.078151385	6.116350348	0.758553801	0.843065473
YHR138C	0.179317353	8.309388425	0.178152818	0.263289493
YHR139C	-2.239186514	9.274656347	1.26E-37	6.71E-36
YHR139C-A	0.252538992	8.839998186	0.052340552	0.095101534
YHR140W	-0.106779804	7.699840556	0.534380667	0.639948876
YHR141C	5.543448518	0.243014642	0.004362596	0.010698251
YHR142W	-1.707436491	7.292526382	5.99E-06	2.44E-05
YHR143W	0.841168163	8.709353737	0.001409001	0.003876168
YHR146W	-0.028305206	7.769716684	0.929163377	0.985767031
YHR147C	-0.8379486	4.088814855	0.293957741	0.396319448
YHR149C	0.229422345	6.994310729	0.185836863	0.273172213
YHR151C	-0.403364721	6.735574205	0.229140072	0.324335531
YHR152W	0.611929054	8.923690434	0.001007715	0.002874189
YHR153C	-2.488871781	8.900337861	3.31E-15	3.28E-14
YHR155W	-0.691091021	8.315107006	1.08E-07	5.34E-07
YHR156C	1.253223638	6.099026347	0.000130345	0.000431334
YHR157W	0.300340634	6.869804939	0.146816609	0.224068422
YHR158C	0.645500702	8.053019091	3.28E-06	1.38E-05
YHR159W	-0.286781951	7.900306297	0.244629933	0.342099022
YHR160C	0.59243283	7.404228098	0.009739892	0.021779628
YHR162W	0.495047943	6.959726132	0.03970837	0.074931773
YHR167W	2.694157216	4.429305702	8.78E-05	0.000298549
YHR168W	-1.728170409	3.533804293	0.068994725	0.121131278
YHR179W	-3.660171507	7.40155815	2.64E-22	4.67E-21
YHR180W	0.156847826	7.936981526	0.373533652	0.481714249
YHR181W	0.548244781	8.727385786	4.56E-05	0.00016181
YHR182W	-2.935977802	5.776551254	6.33E-20	9.13E-19
YHR183W	1.118019627	4.59614132	0.005471105	0.01302795
YHR184W	-1.119053885	8.013116971	2.26E-13	1.92E-12
YHR185C	0.249989397	7.874486669	0.243302207	0.340705987
YHR187W	5.251472017	0.071681813	0.007944989	0.018201732
YHR189W	-2.063834375	5.19842261	0.001229119	0.003445893
YHR191C	1.595301211	1.615737168	0.306582535	0.410441114
YHR193C	3.624815632	5.179626344	3.08E-14	2.84E-13
YHR194W	0	-1.062674125	1	1
YHR195W	0.313751567	8.455159049	0.006065996	0.014295438
YHR198C	-0.320060195	8.9007515	0.031879019	0.061890773
YHR199C	-0.438570168	7.939787154	0.048437434	0.088993228
YHR200W	-0.014109277	2.845025569	0.981184913	1
YHR202W	0.449879944	8.018405341	0.0294173	0.057519078
YHR203C	8.236397797	2.331115223	3.48E-10	2.25E-09
YHR204W	-1.102505375	7.726904071	3.29E-09	1.93E-08
YHR205W	-0.708995479	1.948774004	0.523236065	0.630225778
YHR206W	0.679155939	10.40192919	1.79E-06	7.77E-06
YHR207C	0.299945481	8.533074187	0.053606942	0.097102041
YHR209W	0.252264681	8.476534512	0.223792276	0.318904165
YHR210C	-0.954410953	9.083590538	1.97E-12	1.54E-11
YIL001W	0.220247178	11.66069393	0.137935918	0.213046457
YIL002C	0.609325683	9.711542376	0.001399251	0.003857089
YIL005W	-1.932896786	8.299777565	8.02E-22	1.35E-20
YIL007C	0.164669993	8.894548547	0.234461133	0.330578132
YIL009C-A	3.013617052	1.021845315	0.279228891	0.380766669
YIL009W	0.980481606	10.75270593	5.94E-09	3.41E-08
YIL010W	0.118189061	8.178065721	0.411847481	0.520668455
YIL011W	1.489401324	12.08357478	1.28E-16	1.40E-15
YIL012W	-0.016418917	8.812633497	0.914465547	0.974197355
YIL013C	0.494256625	9.980133559	0.033157268	0.063979518
YIL014W	0.864103182	11.60508166	1.04E-09	6.44E-09
YIL015C-A	0.837165543	10.02705085	1.13E-08	6.31E-08
YIL015W	0.037362815	11.89094245	0.800972784	0.881155819
YIL018W	3.198864012	9.696554932	1.88E-46	1.80E-44
YIL020C	0.324347759	8.256876865	0.076793855	0.132670342
YIL023C	0.920702257	9.073441356	5.33E-10	3.37E-09
YIL024C	0.400099145	10.9286545	0.009465382	0.021235108
YIL028W	0.091720586	8.350842	0.596723091	0.700323216
YIL029C	-3.128095514	11.34912546	9.97E-25	2.07E-23
YIL030C	-0.018800076	6.448247297	0.944212645	0.997100198
YIL032C	0.81543746	6.804627551	0.014974015	0.031937312
YIL034C	1.788309948	9.069370955	5.13E-17	5.76E-16
YIL035C	0.727702637	6.929593317	0.024001674	0.048306387
YIL038C	-0.87193591	4.443115849	0.137334618	0.21235714
YIL039W	3.801079328	-0.634505811	0.129959904	0.203712893
YIL041W_1	-3.470987995	9.170622129	1.65E-21	2.71E-20
YIL041W_2	-0.234538799	7.455352761	0.140367394	0.21623313
YIL043C	1.654204091	10.63495329	2.77E-31	9.27E-30
YIL044C	-0.80701855	7.194956385	0.000124419	0.000413388
YIL045W	0.473555406	8.471974641	0.002730945	0.00704152
YIL046W-A	-0.226070671	6.465750471	0.310632401	0.413706795
YIL047C	1.049350602	9.187424427	4.48E-08	2.33E-07
YIL049W	0.635003037	11.67829182	0.000189034	0.000606503
YIL050W	0.324446914	8.665990462	0.108119753	0.175860677
YIL052C	1.688979487	2.920854997	0.044852011	0.083149194
YIL053W	-2.773908482	8.793163781	5.01E-29	1.44E-27
YIL054W	-0.558807245	6.617556602	0.00986534	0.022012242
YIL055C	0.321418142	8.031305511	0.009347363	0.021016226
YIL057C	0.644119323	8.657105424	0.000652032	0.001916918
YIL058W	0.839542082	8.060612044	4.23E-09	2.47E-08
YIL059C	-0.872220285	9.842236719	1.70E-10	1.12E-09
YIL060W	0.044525437	9.063502574	0.739056291	0.826986484
YIL064W	0.74133484	8.16873874	0.002042072	0.005432308
YIL065C	-2.262899593	7.754592529	6.98E-19	8.92E-18
YIL066C	0.355529123	9.95407489	0.002510842	0.006556264
YIL067C	-0.126371756	7.835639886	0.451855821	0.559203133
YIL070C	-0.077055146	5.512285532	0.890289575	0.954877389
YIL071C	0.127177407	8.605557709	0.525414703	0.632343903
YIL073C	0.371757816	8.811242477	0.000622671	0.001841135
YIL074C	0.132277764	9.600752901	0.447083225	0.554971929
YIL076W	6.743832012	1.058226507	0.000392549	0.001197756
YIL077C	-2.901121631	9.943962544	1.80E-14	1.70E-13
YIL084C	1.759842284	10.82194624	3.36E-29	9.93E-28
YIL085C	0.863346271	9.271872762	5.33E-08	2.74E-07
YIL086C	0.349570205	12.75434266	0.025440659	0.050684008
YIL087C	-3.185418846	9.366373744	3.73E-24	7.47E-23
YIL088C	0.078561734	8.055857296	0.677318334	0.773057027
YIL089W	-0.021085362	8.823178059	0.883646234	0.949983264
YIL090W	4.051773415	-0.56085983	0.108254869	0.175860677
YIL092W_1	0.398335593	8.813880941	0.000138116	0.00045449
YIL092W_2	0.298764755	7.028429228	0.275043934	0.376433756
YIL093C	1.857142463	11.14423529	5.41E-27	1.35E-25
YIL094C	0.576487578	8.712876684	0.000760733	0.00220806
YIL096C	0.685024591	5.476922105	0.015021606	0.032022199
YIL097W	1.082138434	11.37735964	5.55E-14	5.00E-13
YIL099W	0.46791963	7.692968492	0.004423679	0.010828659
YIL100W	0.538788886	6.998371322	0.066536728	0.11715749
YIL101C	0.335720666	5.962089776	0.134020489	0.208408706
YIL103W	1.05731637	6.563111565	9.70E-09	5.44E-08
YIL105C	0.216465128	8.375954812	0.241666259	0.338992603
YIL107C	1.118576581	7.712203007	4.23E-08	2.21E-07
YIL108W	0.194762723	8.263809977	0.238030141	0.334691714
YIL110W	9.031970539	3.072220583	4.04E-11	2.82E-10
YIL111W	0.470776426	8.43414209	0.004043641	0.010005638
YIL114C	0.327689649	8.412906815	0.014777921	0.031633987
YIL116W	2.749871101	5.429091103	4.24E-10	2.71E-09
YIL117C	0.323111978	8.384800791	0.024769773	0.04949138
YIL119C	-0.003971046	5.550149427	0.995261025	1
YIL120W	-0.482881138	8.518874213	0.011933178	0.026087959
YIL121W	0.352753313	6.397582121	0.196007326	0.284962898
YIL122W	-2.832873289	9.540504595	1.89E-18	2.31E-17
YIL123W	0.599755114	7.39868228	8.28E-05	0.000282517
YIL124W	2.417613975	4.762251689	6.88E-11	4.70E-10
YIL125W	-6.421091679	6.940169693	4.34E-28	1.15E-26
YIL127C	1.330383362	4.591009444	0.002483956	0.006490185
YIL128W	6.622190807	0.847744459	0.028974191	0.056850674
YIL130W	0.481203889	7.53239739	0.001431457	0.003924809
YIL132C	-2.204488021	8.989149021	2.99E-35	1.31E-33
YIL133C	4.087272143	4.742274817	5.90E-07	2.71E-06
YIL135C	1.169146321	8.013117221	1.71E-08	9.35E-08
YIL137C	0.432323197	8.41209348	0.003574535	0.008980036
YIL140W	0.039480881	7.49488942	0.833494309	0.909870282
YIL141W	-2.10021605	8.184641622	6.81E-19	8.72E-18
YIL145C	0.125835216	8.533377174	0.360462234	0.468114126
YIL146C	-4.506203101	9.357822917	1.56E-70	4.92E-68
YIL148W	-0.075509391	9.532664195	0.682362532	0.777844504
YIL152W	1.261243226	5.290716924	0.001487817	0.004068481
YIL155C	0.471735249	7.81195463	0.001752245	0.004728646
YIL156W	0.117886894	7.416904765	0.652534795	0.750606775
YIL157C	-1.327543459	2.643260455	0.084638534	0.144043219
YIL158W	-3.251784728	8.362060857	2.94E-17	3.40E-16
YIL159W	-0.664860607	7.76549697	0.000494637	0.00148608
YIL160C	0.724594703	8.6272295	6.07E-06	2.47E-05
YIL162W	-0.639430098	8.484765246	3.97E-05	0.000142684
YIL163C	0.58314466	8.183471454	0.000186835	0.000600856
YIL165C	-2.974746468	8.802513696	5.59E-11	3.83E-10
YIL168W	0.142164166	8.014136572	0.518733772	0.625952967
YIL170W	2.474581284	2.427202672	0.050998387	0.093052218
YIL173W	0.057568778	8.442809389	0.829204991	0.906150629
YIR001C	0.536394209	8.146057099	0.001389007	0.003833996
YIR002C	-1.370848249	5.400912063	5.46E-05	0.000191461
YIR004W	-0.19627993	10.6045684	0.308547371	0.411997952
YIR005W	4.87346107	4.157005698	0.000143712	0.000472087
YIR007W	0.354230433	8.503828744	0.003615327	0.009049327
YIR009W	1.079413187	9.987176545	3.94E-13	3.31E-12
YIR013C	0.466600801	8.568636201	0.002436277	0.006385905
YIR014W	-0.161340383	7.965218474	0.436135878	0.544011671
YIR016W	0.566735301	8.565616454	0.000425285	0.001293762
YIR017C	0.411767187	8.443805544	0.024900653	0.049728708
YIR018W	-0.50914005	6.255034948	0.042963319	0.079976167
YIR020C	0.232534359	8.347015221	0.179386395	0.264826898
YIR021W	4.123672249	-0.506085805	0.096423784	0.160057251
YIR021W-A	-0.457420826	5.31700334	0.214360295	0.307082891
YIR023W	3.685219112	7.194786543	1.55E-78	7.07E-76
YIR024C	0.009770367	4.943133039	0.978217566	1
YIR025W	-0.409767042	7.928408251	0.107445195	0.17509903
YIR026C	4.051773415	-0.56085983	0.108254869	0.175860677
YIR027C	0.633941491	7.422808129	0.000117842	0.000393445
YIR028W	0.74957667	8.1337642	1.38E-08	7.61E-08
YIR029W	0.162255518	8.241323475	0.279509439	0.381004604
YIR030C	0.37193704	8.134194562	0.100790279	0.16616448
YIR031C	0.040679429	8.024114201	0.829809509	0.906570197
YIR032C	0.108791956	8.445437599	0.458844316	0.564964092
YIR033W	3.470192662	5.600517443	5.18E-11	3.58E-10
YIR034C	0.23904695	7.943201768	0.149647758	0.227712804
YIR035C	0.304312949	8.324556342	0.063350971	0.112036356
YIR037W	2.11565432	8.962057906	9.74E-48	1.03E-45
YIR038C	0.729858251	8.641811792	0.00015686	0.000511256
YIR039C	0.104799882	7.974316168	0.529835596	0.636546127
YIR042C	0.337443233	8.390663318	0.007216997	0.016729757
YIR043C	-0.623260105	8.556315812	2.29E-05	8.62E-05
YIR044C	0.417473933	9.074230061	0.000600989	0.001783439
YJL003W	0	-1.062674125	1	1
YJL007C	0.368672076	7.922086976	0.004752299	0.011538583
YJL012C-A	3.3064078	4.06797489	0.002448778	0.006406355
YJL012C_2	1.116085355	6.972417534	3.91E-05	0.000140872
YJL013C	0.406341373	8.186453458	0.016327447	0.034471168
YJL016W_1t	0.628243072	8.654698278	8.62E-07	3.86E-06
YJL016W_2	0.078972155	8.970215039	0.556919117	0.662500021
YJL017W	-2.659587846	9.155647896	2.66E-28	7.21E-27
YJL020C_1t	0.795718243	7.537293585	0.00021142	0.000674118
YJL020C_2	0.454062603	7.322136955	0.024768599	0.04949138
YJL022W	1.022477583	10.40334637	1.52E-13	1.32E-12
